smiles,value,source,name,units,params
Cc1c(Cl)ccc2cccnc12,278,,Boiling point,°C,
C[Si](C)(C)CF,64,,Boiling point,°C,
Cc1coc2ccc(O)cc12,277,ECHA,Boiling point,°C,
O[C@@H](c1ccccc1)C(F)(F)F,126,,Boiling point,°C,
c1cc2c(cc1C1CCCC1)CCC2,286,,Boiling point,°C,
CCCC(C)COC(=O)c1ccccc1O,289.3,ECHA,Boiling point,°C,
CCC(=O)O[Sn](CC)(CC)CC,226,,Boiling point,°C,
O=C(F)c1c(F)cccc1F,167.5,,Boiling point,°C,
C[C@H](Cl)CC[C@H](C)Cl,176.5,,Boiling point,°C,
CC1CCC2C(C1CO)C2(C)C,248.5,ECHA,Boiling point,°C,
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,707.2,,Boiling point,°C,
Cc1c[nH]c(C)n1,266,,Boiling point,°C,
C=CCCCCCCCCCCCCCCCCCCC,355,10.1186/s13321-024-00895-0,Boiling point,°C,
CCNCC(C)O,56,,Boiling point,°C,
CCCCCCCCCCCC(=O)c1ccc(C)cc1,380,,Boiling point,°C,
CC(C)CCCC(C)CCCC(C)CCCC(C)(O)C(O)CO,340,ECHA,Boiling point,°C,
CC(=O)[O-].CNc1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,300,ECHA,Boiling point,°C,
F/C(=C(\F)C(F)(F)F)C(F)(F)F,1.5,,Boiling point,°C,
C=CC(=O)OC(C)COCC(C)OC(=O)C=C,104.5,GESTIS,Boiling point,°C,
C=CCCCCCCCCC(=O)NCCC[N+](C)(C)C.COS(=O)(=O)[O-],220,ECHA,Boiling point,°C,
Nc1ccc(/N=N/c2ccccc2)c(N)c1,300,ECHA,Boiling point,°C,
Nc1ccc(/N=N/c2ccc(S(=O)(=O)O)cc2)cc1S(=O)(=O)O,611.61,ECHA,Boiling point,°C,
FC(F)(F)SN=S=NSC(F)(F)F,142,,Boiling point,°C,
CCC(N)CO[Si](C)(OCC(N)CC)OCC(N)CC,325,ECHA,Boiling point,°C,
CCCCC(C)C1CCc2ccccc21,276.5,,Boiling point,°C,
C1=C[C@@H]2[C@H](C1)[C@H]1C[C@@H]2[C@@H]2[C@@H]3CC[C@@H](C3)[C@H]12,271,,Boiling point,°C,
CCCC[C@H]1CO[C@H](c2ccc(-c3cc(F)c(C(F)(F)Oc4cc(F)c(F)c(F)c4)c(F)c3)c(F)c2)OC1,357,ECHA,Boiling point,°C,
C[C:2]1([C:1]2=[CH:2][C:3](C)(C)[CH2:4][CH2:5][CH2:6]2)[O:1][CH2:6][C:5](C)(C)[CH2:4][O:3]1,254.6,ECHA,Boiling point,°C,
Clc1cnc(Cl)c(Cl)c1,219,GESTIS,Boiling point,°C,
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,215,GESTIS,Boiling point,°C,
FC(F)Cl,-40.9,GESTIS,Boiling point,°C,
Ic1ccccc1,188.5,Handbook of chemistry and physics 2016,Boiling point,°C,
FC(F)(F)CCl,6.9,GESTIS,Boiling point,°C,
Nc1cccnc1,251,GESTIS,Boiling point,°C,
Nc1cccc2cc3ccccc3nc12,183.5,AAT Bioquest,Boiling point,°C,
Nc1cccc([N+](=O)[O-])c1,312,Handbook of chemistry and physics 2016,Boiling point,°C,
Nc1cccc(Br)c1,251,GESTIS,Boiling point,°C,
Nc1ccc(Cc2ccc(N)cc2)cc1,403,ECHA,Boiling point,°C,
NC1(C(=O)O)CCCC1,256.1,Guidechem,Boiling point,°C,
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,347,ECHA,Boiling point,°C,
N#CCCCCCCC#N,325.69,ECHA,Boiling point,°C,
Oc1ccc(C2CCCCC2)cc1,299,ECHA,Boiling point,°C,
Oc1cccc2c(O)cccc12,450,ECHA,Boiling point,°C,
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,164,GESTIS,Boiling point,°C,
Oc1c(Cl)cc(Cl)c2ccccc12,180,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C1C(=O)c2ccccc2-c2ccccc21,360,GESTIS,Boiling point,°C,
O=C1NC(=O)c2ccccc21,350,ECHA,Boiling point,°C,
O=Cc1ccc2c(c1)OCO2,272.85,ECHA,Boiling point,°C,
O=Cc1ccc(Cl)cc1,216.3,ECHA,Boiling point,°C,
O=Cc1ccccc1Cl,213.6,ECHA,Boiling point,°C,
OCc1ccco1,171,ECHA,Boiling point,°C,
O=Cc1cccc(O)c1,240,Handbook of chemistry and physics 2016,Boiling point,°C,
OC(C(F)(F)F)C(F)(F)F,59,ECHA,Boiling point,°C,
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,579.8,,Boiling point,°C,
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,279.5,,Boiling point,°C,
O=C(O)c1ccc([N+](=O)[O-])cc1,323.17,ECHA,Boiling point,°C,
O=C(O)Cc1ccccc1O,240,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C(O)CCc1ccccc1,300,ECHA,Boiling point,°C,
O=C(O)CCC(=O)O,235,ECHA,Boiling point,°C,
O=[N+]([O-])c1ccccc1F,221.7,ECHA,Boiling point,°C,
O=[N+]([O-])c1ccccc1,210.8,ECHA,Boiling point,°C,
O=[N+]([O-])c1ccco1,134,AAT Bioquest,Boiling point,°C,
O=[N+]([O-])c1ccsc1,225,AAT Bioquest,Boiling point,°C,
Sc1nc2ccccc2s1,301.8,ECHA,Boiling point,°C,
Sc1ccccc1,169.1,ECHA,Boiling point,°C,
C[Ge](C)(C)[Ge](C)(C)C,136.75,,Boiling point,°C,
CCC[C@H]1CC[C@H](c2ccc(-c3ccc(OCC)c(F)c3F)cc2)CC1,427,ECHA,Boiling point,°C,
C[C@@H]1CC[C@H](C)[C@H](C)C1,146,,Boiling point,°C,
C[C@@H]1[C@H](C)CC[C@@H]1C,122.333336,,Boiling point,°C,
C[CH2:1][c:3]1[c:2](N=C=O)[c:1](C)[cH:6][c:5]([CH2:1]C)[c:4]1N=C=O,288.72,ECHA,Boiling point,°C,
C=[CH:2][C:1](=O)O[CH2:1][C:2](C)(N=C=O)[CH2:3]O[C:1](=O)[CH:2]=C,141.5,ECHA,Boiling point,°C,
CCOC(=O)/C(=C/NC1CC1)C(=O)c1ccc(Cl)c(C)c1Cl,412.83,ECHA,Boiling point,°C,
Br/C=C/c1ccccc1,213.3,ECHA,Boiling point,°C,
CCC[C@@H](O)c1ccccc1,232,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1ccc2oc(/C=C/c3nc4cc(C)ccc4o3)nc2c1,350,ECHA,Boiling point,°C,
CNC(=O)O/N=C(\C)SC,186,ECHA,Boiling point,°C,
C/C(CC(C)C)=N\O,181.2,ECHA,Boiling point,°C,
C1=C\CC/C=C/CC/C=C\CC/1,234,,Boiling point,°C,
C/C=C(/C)CCC,97,Handbook of chemistry and physics 2016,Boiling point,°C,
CC/C=C/Br,95,Handbook of chemistry and physics 2016,Boiling point,°C,
C/C=C/C(=O)C1C(C)=CCCC1(C)C,250,ECHA,Boiling point,°C,
CC(C)OC(=O)/C=C\C(=O)OC(C)C,232.1,ECHA,Boiling point,°C,
Cl[Si](Cl)(Cl)/C=C/[Si](Cl)(Cl)Cl,190,,Boiling point,°C,
C/C=C/c1cccc(OC)c1O,267.5,10.1186/s13321-024-00895-0,Boiling point,°C,
CCOC(=O)/C(=C/c1ccccc1)C(C)=O,296,Handbook of chemistry and physics 2016,Boiling point,°C,
COC(=O)COc1nc(F)c(Cl)c(N)c1Cl,375.2,ECHA,Boiling point,°C,
CCCCCCC(O)CCCCCCCCCCC(=O)OCC(CC)CCCC,490.6,ECHA,Boiling point,°C,
C/C(=N\O)c1ccccc1,245,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)C[C@H](CN)CC(=O)O,145.5,,Boiling point,°C,
c1ccc(Cn2cncn2)cc1,115,AAT Bioquest,Boiling point,°C,
c1ccc2[nH]cnc2c1,361.85,ECHA,Boiling point,°C,
C1=CCC=CC1,89.5,Handbook of chemistry and physics 2016,Boiling point,°C,
c1ccc2scnc2c1,231,ECHA,Boiling point,°C,
c1ccc2nnccc2c1,114,AAT Bioquest,Boiling point,°C,
c1cnc2c(c1)ccc1cccnc12,409.2,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCC(=O)NN,138,AAT Bioquest,Boiling point,°C,
Cc1cccc2sc3nncn3c12,275,AAT Bioquest,Boiling point,°C,
Cc1ccccc1Cl,159.2,ECHA,Boiling point,°C,
Cc1ccc(C(C)C)c(O)c1,233.5,ECHA,Boiling point,°C,
Cc1ccc(N)c(N)c1,265,GESTIS,Boiling point,°C,
CC1CCC(=O)CC1,170,GESTIS,Boiling point,°C,
Cc1cncnc1,153,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1nc[nH]n1,265,,Boiling point,°C,
CCC1(CC)C(=O)NC(=O)NC1=O,250,,Boiling point,°C,
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,131,GESTIS,Boiling point,°C,
CCCC,-0.5,ECHA,Boiling point,°C,
CCCCBr,101.3,ECHA,Boiling point,°C,
CCCCCBr,129,GESTIS,Boiling point,°C,
CCCCCC,68.73,ECHA,Boiling point,°C,
CCCCCCc1ccc(O)cc1O,335,ECHA,Boiling point,°C,
CCC#CCC,81.5,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCCCC(=O)O,268.7,ECHA,Boiling point,°C,
CCCCCC#N,164,GESTIS,Boiling point,°C,
CC(C)(C)C(=O)C(C)(C)C,152,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,300,AAT Bioquest,Boiling point,°C,
CCCC(N)=O,231.8,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCOCCOCCO,231,ECHA,Boiling point,°C,
C=C(C)C(=O)O,162,ECHA,Boiling point,°C,
C=C(C)C(=O)OCCCC,163,ECHA,Boiling point,°C,
CCC#N,97.35,ECHA,Boiling point,°C,
C=CCO,98,ECHA,Boiling point,°C,
C=CC(N)=O,192.6,Handbook of chemistry and physics 2016,Boiling point,°C,
CCI,71,GESTIS,Boiling point,°C,
CCN(CC)C(=O)SCc1ccc(Cl)cc1,127.5,AAT Bioquest,Boiling point,°C,
CC(=O)c1ccc(Br)cc1,257,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(=O)c1ccc([N+](=O)[O-])cc1,165,AAT Bioquest,Boiling point,°C,
CC(=O)CCC(C)=O,192,GESTIS,Boiling point,°C,
CCOCC,34.59,ECHA,Boiling point,°C,
CCOC(=O)c1ccc([N+](=O)[O-])cc1,186.3,Handbook of chemistry and physics 2016,Boiling point,°C,
CCOCOCC,88,ECHA,Boiling point,°C,
CCOC(=O)C(Cl)(Cl)Cl,165.06,ECHA,Boiling point,°C,
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,220,AAT Bioquest,Boiling point,°C,
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,186.5,AAT Bioquest,Boiling point,°C,
CC(=O)Oc1ccccc1C(=O)O,140,,Boiling point,°C,
CC(=O)[O-].[Na+],117.1,Guidechem,Boiling point,°C,
CCOS(=O)(=O)OCC,208,ECHA,Boiling point,°C,
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,375,GESTIS,Boiling point,°C,
CCSC,64.1,ECHA,Boiling point,°C,
[CH2-]CCC.[Li+],80,Wiki,Boiling point,°C,
Clc1ccccn1,170,ECHA,Boiling point,°C,
Clc1cccc(-c2ccccc2)c1,284.5,Handbook of chemistry and physics 2016,Boiling point,°C,
Clc1ccncc1,151,Handbook of chemistry and physics 2016,Boiling point,°C,
ClC(Cl)C(Cl)Cl,146,GESTIS,Boiling point,°C,
Cn1ncc2ccccc2c1=O,301,,Boiling point,°C,
CN(C)CCOC(c1ccccc1)c1ccccc1,157.5,,Boiling point,°C,
COc1cccc(C2(O)CCCCC2CN(C)C)c1,406.6,,Boiling point,°C,
COc1cc(C=O)ccc1O,285,ECHA,Boiling point,°C,
COCCOCCOC,162.5,ECHA,Boiling point,°C,
COC(=O)c1ccccc1[N+](=O)[O-],275,Handbook of chemistry and physics 2016,Boiling point,°C,
CS(=O)c1ccccc1,263.5,Handbook of chemistry and physics 2016,Boiling point,°C,
FC(F)(Cl)C(F)(F)Cl,3.6,GESTIS,Boiling point,°C,
FC(F)OC(Cl)C(F)(F)F,48.5,GESTIS,Boiling point,°C,
O=C=NSC(=O)F,74,,Boiling point,°C,
CN1/C(=C\C=C\C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21.[Cl-],608.73,ECHA,Boiling point,°C,
Nc1ccc(/N=N/c2ccc(S(=O)(=O)O)cc2)cc1,477.42,ECHA,Boiling point,°C,
O=C(O)CC(CC(=O)O)(O[Ti]1(OC(=O)C(CC(=O)O)(CC(=O)O)O[Ti]2(OC(CC(=O)O)(CC(=O)O)C(=O)O)OC(=O)C(CC(=O)O)(CC(=O)O)O2)OC(=O)C(CC(=O)O)(CC(=O)O)O1)C(=O)O,126.27,ECHA,Boiling point,°C,
CCCCCCOC(=O)CCl,218.5,,Boiling point,°C,
CC1(C2CCC3(C)OC3C2)CO1,242,PubChem,Boiling point,°C,
O=[N+]([O-])c1ccccc1-c1ccc(Cl)cc1,347.1,ECHA,Boiling point,°C,
N#CCCC(Cl)(Cl)Cl,215,,Boiling point,°C,
C[C@@H]1CCC[C@H]1C,91.9,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)C(O)(C(C)C)C(C)C,194,,Boiling point,°C,
O=C1CCCC(c2ccccc2)C1,287.5,,Boiling point,°C,
CCOC(=O)C(C)(C)CO,188,,Boiling point,°C,
Cc1c(C)c(C)c(CCl)c(CCl)c1C,95,,Boiling point,°C,
CC(C)(C)c1nc2ccccc2s1,257.5,,Boiling point,°C,
Oc1c(Br)cc(Br)cc1-c1[nH]c(Br)c(Br)c1Br,464.2,Guidechem,Boiling point,°C,
C#CCCCC#C,111,Handbook of chemistry and physics 2016,Boiling point,°C,
CCOc1ccc(S)cc1,238,,Boiling point,°C,
COc1cc(C)ccc1C(C)=O,265,,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCC#N,397,10.1186/s13321-024-00895-0,Boiling point,°C,
Cc1ccc(-c2ccccc2)s1,270,,Boiling point,°C,
CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl,413,,Boiling point,°C,
CCCCC(CC)COCC(O)CO,285,GESTIS,Boiling point,°C,
O=C(c1ccccc1)c1c(Cl)cc(Cl)cc1Cl,356,,Boiling point,°C,
CC1(C)O[Si]2(OC1(C)C)OC(C)(C)C(C)(C)O2,238,,Boiling point,°C,
C/C=C/c1ccc(C)cc1,201,10.1186/s13321-024-00895-0,Boiling point,°C,
CC(=O)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,442,ECHA,Boiling point,°C,
CCc1c(O)c(O)c2c(c1O)C(=O)C(O)=C(O)C2=O,120,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCC/C=C/CCCCC,192,Handbook of chemistry and physics 2016,Boiling point,°C,
N#C[C@H]1C[C@@H]1c1ccccc1,49,,Boiling point,°C,
CCN1B(F)N(CC)B(F)N(CC)B1F,140,,Boiling point,°C,
O=C=NP(Cl)N=C=O,134,,Boiling point,°C,
c1ccc2n[se]nc2c1,246,,Boiling point,°C,
CCCc1ccc([C@H]2CC[C@H]([C@H]3CC[C@H](CCC)CC3)CC2)cc1,430,ECHA,Boiling point,°C,
[2H]C([2H])(Br)CBr,131,,Boiling point,°C,
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,273,,Boiling point,°C,
C1=C[C@@H]2[C@H](C1)[C@@H]1C=C[C@H]2C1,171,,Boiling point,°C,
ClCCCN1CC[NH+](c2cccc(Cl)c2)CC1.[Cl-],395.8,ECHA,Boiling point,°C,
CCCCON=O,78,ECHA,Boiling point,°C,
CN1CCN(C)C1=O,222,ECHA,Boiling point,°C,
Cc1ccccc1CO,224,Handbook of chemistry and physics 2016,Boiling point,°C,
Brc1cccc2ccccc12,280,Handbook of chemistry and physics 2016,Boiling point,°C,
Cc1cc(C)cc([N+](=O)[O-])c1,273,GESTIS,Boiling point,°C,
CCOC1CCC=CO1,143,GESTIS,Boiling point,°C,
O=C1CNC(=O)CN1,260,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C(O)CCCl,204,ECHA,Boiling point,°C,
COCC(C)O,120.17,ECHA,Boiling point,°C,
CC(=O)OC(C)=O,139.5,ECHA,Boiling point,°C,
O=C1CCC(=O)O1,261,GESTIS,Boiling point,°C,
O=P(OCCCl)(OCCCl)OCCCl,330,Handbook of chemistry and physics 2016,Boiling point,°C,
O=CC(Cl)Cl,88,GESTIS,Boiling point,°C,
C=C1CCOC1=O,85,Handbook of chemistry and physics 2016,Boiling point,°C,
FC(F)=C(Cl)Cl,19,Handbook of chemistry and physics 2016,Boiling point,°C,
FC(F)=C(F)Cl,-27.8,Handbook of chemistry and physics 2016,Boiling point,°C,
CCOC=O,56.6,ECHA,Boiling point,°C,
OCC(O)CCl,221,Handbook of chemistry and physics 2016,Boiling point,°C,
FC(F)(F)CCCl,45.1,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(=O)C(=O)O,165,GESTIS,Boiling point,°C,
CCCCCCCCCCCCCCCC=O,321,https://www.stenutz.eu/chem/class.php,Boiling point,°C,
COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,688,,Boiling point,°C,
c1cncc(C2CCCCN2)c1,276,,Boiling point,°C,
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,591.4,Guidechem,Boiling point,°C,
NCCN,117.1,ECHA,Boiling point,°C,
Oc1c(I)cc(I)c2cccnc12,270,ECHA,Boiling point,°C,
CCCCOc1ccc(OCCCN2CCOCC2)cc1,196,AAT Bioquest,Boiling point,°C,
O=C(O)CF,168,GESTIS,Boiling point,°C,
NC1CC1c1ccccc1,79,AAT Bioquest,Boiling point,°C,
CN(C)N,63.9,ECHA,Boiling point,°C,
C=CF,-72.2,GESTIS,Boiling point,°C,
O=C(O)C(O)(c1ccccc1)c1ccccc1,180,PubChem,Boiling point,°C,
C1=CC2C3C=CC(C3)C2C1,172.222,ECHA,Boiling point,°C,
CCCCOC(=O)CC(O)(CC(=O)OCCCC)C(=O)OCCCC,309,ECHA,Boiling point,°C,
CCC(CC)CO[Si](OCC(CC)CC)(OCC(CC)CC)OCC(CC)CC,340.1,ECHA,Boiling point,°C,
CCC(C)(O)C#CC(C)(O)CC,135,AAT Bioquest,Boiling point,°C,
CC(Cl)CCl,96.4,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)(OO)c1ccccc1,153,Handbook of chemistry and physics 2016,Boiling point,°C,
COc1ccccc1-c1ccccc1,274,Handbook of chemistry and physics 2016,Boiling point,°C,
NC(=O)Cc1cccc2ccccc12,180,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(=O)Nc1c2sscc-2n(C)c1=O,200,AAT Bioquest,Boiling point,°C,
O=C(OCCO)c1ccccc1O,152.5,GESTIS,Boiling point,°C,
Cc1ccccc1S(N)(=O)=O,214,ECHA,Boiling point,°C,
CCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC)c(C(=O)OCCCCCCCC)c1,346,ECHA,Boiling point,°C,
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,132.5,GESTIS,Boiling point,°C,
Cc1[nH]c2ccccc2c1C,284,Handbook of chemistry and physics 2016,Boiling point,°C,
O=C(O)c1ccc2ccccc2c1,300,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C=O)c1ccccc1,210,ECHA,Boiling point,°C,
CCCCOC(=O)COc1ccc(Cl)cc1Cl,146.5,GESTIS,Boiling point,°C,
CCc1ccc(O)c(C(C)(C)C)c1,250,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,264.2,ECHA,Boiling point,°C,
Cc1ccc(C(C)(C)C)cc1,193,ECHA,Boiling point,°C,
CC(C)(C)C1CCC(=O)CC1,114,ECHA,Boiling point,°C,
Cc1ccc(S(=O)(=O)Cl)cc1,145.66667,GESTIS,Boiling point,°C,
CC(Oc1cccc(Cl)c1)C(=O)O,100,AAT Bioquest,Boiling point,°C,
O=C1C(Cl)=CC(=NCl)C=C1Cl,262.3,Guidechem,Boiling point,°C,
c1cc(OCC2CO2)cc(OCC2CO2)c1,172,GESTIS,Boiling point,°C,
O=COCC=Cc1ccccc1,252,AAT Bioquest,Boiling point,°C,
CCCC(=O)OCC,121,ECHA,Boiling point,°C,
C=CCCl,45.5,ECHA,Boiling point,°C,
O=S(=O)(O)CCO,226,ECHA,Boiling point,°C,
CCCCOP(=O)(O)OCCCC,136,AAT Bioquest,Boiling point,°C,
O=C1CCCCCCCCCCCCCCCO1,275,ECHA,Boiling point,°C,
CCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCC,260,ECHA,Boiling point,°C,
CCOCCOC(C)=O,156,GESTIS,Boiling point,°C,
CC(=O)OCCOCCOCCOC(C)=O,294.7,ECHA,Boiling point,°C,
CCCSCCC,142.8,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCC(=O)Cl,196,ECHA,Boiling point,°C,
CCCCCCCCC,147.1,ECHA,Boiling point,°C,
CCCCCCCCS,199.1,ECHA,Boiling point,°C,
C=CC(C)(C)O,97.9,ECHA,Boiling point,°C,
Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,445,ECHA,Boiling point,°C,
COB(OC)OC,68.6,ECHA,Boiling point,°C,
COP(OC)OC,111,GESTIS,Boiling point,°C,
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,418.91,ECHA,Boiling point,°C,
CCCCCCOC(C)=O,170.45,ECHA,Boiling point,°C,
CCCCOCCOCCOCCO,278,ECHA,Boiling point,°C,
FC(F)(F)c1ccc(Cl)c(Cl)c1,174,ECHA,Boiling point,°C,
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,218,GESTIS,Boiling point,°C,
Cc1ccc(F)cc1,117,GESTIS,Boiling point,°C,
FC(F)(F)c1nc(C(F)(F)F)nc(C(F)(F)F)n1,96.75,,Boiling point,°C,
Fc1cc(F)cc(F)c1,77,Handbook of chemistry and physics 2016,Boiling point,°C,
FC(F)(F)c1cccc(Br)c1,151.5,Handbook of chemistry and physics 2016,Boiling point,°C,
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,144,ECHA,Boiling point,°C,
COC(=O)CF,104.5,GESTIS,Boiling point,°C,
O=C=S,-50,GESTIS,Boiling point,°C,
CC1=CC(C)(C)CC(=O)C1,185.5,ECHA,Boiling point,°C,
Cc1cc(C)c(C=O)c(C)c1,238.5,ECHA,Boiling point,°C,
Cc1cccc2ccc(C(C)C)cc12,280.5,,Boiling point,°C,
C1COCOC1,105.5,GESTIS,Boiling point,°C,
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,147,GESTIS,Boiling point,°C,
COP(=O)(OC)OC,197,ECHA,Boiling point,°C,
C=C(C)C(=C)C,68,GESTIS,Boiling point,°C,
CC(=O)C1CCOC1=O,271,ECHA,Boiling point,°C,
Cc1cc(C)c(O)c(C)c1,221,ECHA,Boiling point,°C,
Nc1cc(Cl)cc(Cl)c1O,70,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,447,Handbook of chemistry and physics 2016,Boiling point,°C,
CC1CCCCCCCCCCCCC(=O)C1,322,ECHA,Boiling point,°C,
CCCCCCl,107.8,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,465,,Boiling point,°C,
Cc1c(Cl)cc(Cl)c(O)c1Cl,265,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)[O-].CC(C)[O-].CC(C)[O-].[Al+3],135,AAT Bioquest,Boiling point,°C,
CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,394,ECHA,Boiling point,°C,
CCCC(C)(C)CC,111.9,GESTIS,Boiling point,°C,
CCCCCC(=O)C(C)=O,173,,Boiling point,°C,
Cc1ccc(C)nc1,157,GESTIS,Boiling point,°C,
CCCCCCCCCCCCCCCCCC,317,ECHA,Boiling point,°C,
CC(=O)CBr,138,Handbook of chemistry and physics 2016,Boiling point,°C,
FC(Cl)=C(F)Cl,21,,Boiling point,°C,
CC(C)(c1ccccc1)c1ccc(O)cc1,310,ECHA,Boiling point,°C,
CCc1cc(CC)c(CC)c(CC)c1CC,277,Handbook of chemistry and physics 2016,Boiling point,°C,
c1ccc(-c2cccc3ccccc23)cc1,324.5,GESTIS,Boiling point,°C,
ClCc1ccccc1Cl,217,ECHA,Boiling point,°C,
Cc1c2ccccc2nc2ccccc12,359.5,,Boiling point,°C,
Cc1ccc2nc3ccccc3cc2c1,365,,Boiling point,°C,
CCOC(=O)c1ccc(O)c(OC)c1,292,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(CCC(=O)O)C(=O)O,289,ECHA,Boiling point,°C,
CCOC(=O)CCCCCCCC(=O)OCC,289,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCC(C)Cl,97,GESTIS,Boiling point,°C,
CCCO[N+](=O)[O-],110,GESTIS,Boiling point,°C,
CC(=O)OCOC(C)=O,166.5,,Boiling point,°C,
CCCSSCCC,196,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCCCCCCCCCCOC(C)=O,336,ECHA,Boiling point,°C,
C=CCCCCCCCCCCCCCC,274,GESTIS,Boiling point,°C,
CCCCCCCCOCCCCCCCC,292,GESTIS,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCCCCCCC,415,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,458,AAT Bioquest,Boiling point,°C,
Pc1ccccc1,160.5,GESTIS,Boiling point,°C,
C=C1CC(=O)O1,134,ECHA,Boiling point,°C,
Fc1nc(F)nc(F)n1,73,GESTIS,Boiling point,°C,
C[Si](Cl)(Cl)CCC(F)(F)F,123,GESTIS,Boiling point,°C,
CCSCCCl,157,Handbook of chemistry and physics 2016,Boiling point,°C,
CCc1cc(C)cc(O)c1,233.33333,,Boiling point,°C,
CN(C)c1ccccc1N(C)C,215.5,Handbook of chemistry and physics 2016,Boiling point,°C,
CC(C)(C)CCl,84,Handbook of chemistry and physics 2016,Boiling point,°C,
C=COCCOCCOC=C,195.3,ECHA,Boiling point,°C,
CC(C)(c1ccccc1)c1ccccc1,281,Handbook of chemistry and physics 2016,Boiling point,°C,
Oc1ccccc1-c1nc2ccccc2o1,338,Handbook of chemistry and physics 2016,Boiling point,°C,
CCCSc1ccccc1,219,Handbook of chemistry and physics 2016,Boiling point,°C,
CCOP(=O)(N=C1SCCS1)OCC,116.5,GESTIS,Boiling point,°C,
CCCCP(CCCC)CCCC,240,ECHA,Boiling point,°C,
CCc1nc(CC)nc(CC)n1,199,,Boiling point,°C,
